 factual  -142,86794452786856  0,4545454545454546  0,19999999999999996  0,33649596098155776  8
 factual  -131,87810264110942  0,4545454545454546  0,19999999999999996  0,33736282578875176  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3184061118731901  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3369532083523853  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3369532083523853  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3184061118731901  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3184061118731901  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,31837753391251333  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3184061118731901  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,31837753391251333  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,317967916476147  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,3369532083523853  8
 factual  -130,9622824838795  0,4545454545454546  0,19999999999999996  0,317967916476147  8
 factual  -121,80408091158024  0,4545454545454546  0,36363636363636365  0,34671734491693346  7
 factual  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,32875133363816494  7
 factual  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,34577427221460144  7
 factual  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,32875133363816494  7
 factual  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,32875133363816494  7
 factual  -119,97244059712038  0,4545454545454546  0,30000000000000004  0,3464029873494895  7
 factual  -119,97244059712038  0,4545454545454546  0,30000000000000004  0,3464029873494895  7
 analogical  -85,74366222065187  0,4  0,2222222222222222  0,32462062757201643  7
 analogical  -80,93560639519475  0,4  0,2222222222222222  0,3274391289437586  7
 analogical  -78,76053352177368  0,4545454545454546  0,19999999999999996  0,3178059746989788  8
 analogical  -77,73023584489002  0,4  0,2222222222222222  0,3275998799725652  7
 analogical  -76,92889320731383  0,4  0,2222222222222222  0,32423482510288065  7
 analogical  -49,68324352972351  0,4  0,2222222222222222  0,3259816529492455  7
 analogical  -49,68324352972351  0,4  0,2222222222222222  0,32755701303155005  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3272033607681756  7
 analogical  -48,88190089214733  0,4  0,2222222222222222  0,3270854766803841  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522233653406493  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522233653406493  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522233653406493  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522233653406493  7
 creative  -119,97244059712038  0,4545454545454546  0,36363636363636365  0,3522424173144338  7
 creative  -119,05662043989045  0,4545454545454546  0,36363636363636365  0,3522519433013261  7
 creative  -117,2249801254306  0,4545454545454546  0,36363636363636365  0,3524900929736321  7
 creative  -117,2249801254306  0,4545454545454546  0,36363636363636365  0,3524900929736321  7
 creative  -117,2249801254306  0,4545454545454546  0,36363636363636365  0,3524900929736321  7
 creative  -97,99275682360215  0,4545454545454546  0,4545454545454546  0,3706561499771377  6
 creative  -97,99275682360215  0,5  0,5  0,36143499466544743  6
 creative  -97,99275682360215  0,5  0,5  0,36108253315043437  6
 creative  -97,99275682360215  0,4545454545454546  0,4545454545454546  0,3703894223441549  6
 creative  -97,99275682360215  0,4545454545454546  0,4545454545454546  0,35201379362902  6
 factual  -120,6006344730349  0,4545454545454546  0,30000000000000004  0,33647690900777316  7
 factual  -120,6006344730349  0,5  0,36363636363636365  0,3369722603261698  7
 factual  -120,6006344730349  0,4545454545454546  0,30000000000000004  0,33647690900777316  7
 factual  -120,6006344730349  0,4545454545454546  0,30000000000000004  0,33647690900777316  7
 factual  -120,6006344730349  0,5  0,36363636363636365  0,3369722603261698  7
 factual  -119,68699330278463  0,4545454545454546  0,30000000000000004  0,32786541685718645  7
 factual  -119,68699330278463  0,4545454545454546  0,30000000000000004  0,32786541685718645  7
 factual  -118,77335213253437  0,4545454545454546  0,30000000000000004  0,3273319615912209  7
 factual  -118,77335213253437  0,4545454545454546  0,30000000000000004  0,31773929279073315  7
 factual  -118,77335213253437  0,4545454545454546  0,30000000000000004  0,346069577808261  7
 factual  -118,77335213253437  0,4545454545454546  0,30000000000000004  0,3273319615912209  7
 factual  -118,77335213253437  0,5  0,36363636363636365  0,3518804298125286  7
 factual  -118,77335213253437  0,4545454545454546  0,30000000000000004  0,346069577808261  7
 factual  -117,8597109622841  0,4545454545454546  0,36363636363636365  0,34666018899557993  7
 factual  -117,8597109622841  0,4545454545454546  0,36363636363636365  0,34666018899557993  7
 factual  -117,8597109622841  0,4545454545454546  0,36363636363636365  0,34666018899557993  7
 factual  -117,8597109622841  0,4545454545454546  0,30000000000000004  0,3464125133363816  7
 factual  -117,8597109622841  0,4545454545454546  0,36363636363636365  0,34666018899557993  7
 factual  -117,8597109622841  0,4545454545454546  0,30000000000000004  0,3464125133363816  7
 factual  -117,8597109622841  0,4545454545454546  0,30000000000000004  0,3464125133363816  7
 analogical  -55,161085653859715  0,4  0,30000000000000004  0,32373113854595337  7
 analogical  -49,56503348607685  0,4  0,2222222222222222  0,32455632716049376  7
 analogical  -48,76559746210786  0,4  0,2222222222222222  0,32390260631001366  7
 analogical  -47,96616143813888  0,4  0,2222222222222222  0,3261209705075446  7
 analogical  -47,96616143813888  0,4  0,2222222222222222  0,3261209705075446  7
 analogical  -47,96616143813888  0,4  0,2222222222222222  0,32632458847736623  7
 analogical  -47,96616143813888  0,4  0,2222222222222222  0,32632458847736623  7
 analogical  -47,1667254141699  0,4  0,2222222222222222  0,32404192386831276  7
 analogical  -47,1667254141699  0,4  0,2222222222222222  0,32404192386831276  7
 analogical  -47,1667254141699  0,4  0,2222222222222222  0,32404192386831276  7
 analogical  -47,1667254141699  0,4  0,2222222222222222  0,32676397462277096  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 analogical  -46,36728939020092  0,4  0,2222222222222222  0,32611025377229086  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3273891175125743  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 creative  -122,42791681353542  0,4545454545454546  0,36363636363636365  0,3515565462581924  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,5  0,36363636363636365  0,34987044657826555  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -121,54640810929926  0,4545454545454546  0,30000000000000004  0,3592535436671239  7
 factual  -120,63252534156017  0,4545454545454546  0,30000000000000004  0,3591106538637403  7
 factual  -120,63252534156017  0,4545454545454546  0,30000000000000004  0,3591106538637403  7
 factual  -120,63252534156017  0,4545454545454546  0,30000000000000004  0,3591106538637403  7
