
 0,625
 0,625
 0,625
 0,625
 0,6341463414634146
 0,6511627906976745
 0,65
 0,6666666666666667
 0,6578947368421053
 0,6818181818181819
 0,6511627906976745
 0,6511627906976745
 0,6511627906976745
 0,6511627906976745
 0,6511627906976745


 0,6046511627906976
 0,6046511627906976
 0,6046511627906976
 0,6046511627906976
 0,6046511627906976
 0,6904761904761905
 0,6585365853658536
 0,6052631578947368
 0,6666666666666667
 0,6428571428571428
 0,6666666666666667
 0,6666666666666667
 0,6666666666666667
 0,6666666666666667
 0,6666666666666667


 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6744186046511628
 0,6666666666666667
 0,6904761904761905
 0,6666666666666667
 0,6216216216216216
 0,6222222222222222
 0,6222222222222222
 0,6222222222222222
 0,6222222222222222
 0,6222222222222222


 0,6428571428571428
 0,6428571428571428
 0,6428571428571428
 0,6428571428571428
 0,6428571428571428
 0,6842105263157895
 0,641025641025641
 0,6666666666666667
 0,675
 0,6666666666666667
 0,627906976744186
 0,627906976744186
 0,627906976744186
 0,627906976744186
 0,627906976744186


 0,6666666666666667
 0,6666666666666667
 0,6666666666666667
 0,6666666666666667
 0,6666666666666667
 0,6521739130434783
 0,65
 0,627906976744186
 0,6585365853658536
 0,6923076923076923
 0,5897435897435898
 0,5897435897435898
 0,5897435897435898
 0,5897435897435898
 0,5897435897435898


 0,5952380952380952
 0,5952380952380952
 0,5952380952380952
 0,5952380952380952
 0,5952380952380952
 0,6744186046511628
 0,6428571428571428
 0,6666666666666667
 0,6486486486486487
 0,6428571428571428
 0,641025641025641
 0,641025641025641
 0,641025641025641
 0,641025641025641
 0,641025641025641


 0,6
 0,6
 0,6
 0,6
 0,6
 0,65
 0,675
 0,65
 0,6666666666666667
 0,6578947368421053
 0,6153846153846154
 0,6153846153846154
 0,6153846153846154
 0,6153846153846154
 0,6444444444444444


 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6341463414634146
 0,6444444444444444
 0,6818181818181819
 0,6744186046511628
 0,6666666666666667
 0,6585365853658536
 0,627906976744186
 0,627906976744186
 0,627906976744186
 0,627906976744186
 0,627906976744186


 0,6136363636363636
 0,6136363636363636
 0,6136363636363636
 0,6136363636363636
 0,6136363636363636
 0,5853658536585367
 0,6428571428571428
 0,6578947368421053
 0,675
 0,6363636363636364
 0,641025641025641
 0,641025641025641
 0,641025641025641
 0,641025641025641
 0,641025641025641


 0,6388888888888888
 0,6486486486486487
 0,6486486486486487
 0,6486486486486487
 0,6486486486486487
 0,6818181818181819
 0,675
 0,6829268292682926
 0,5833333333333333
 0,641025641025641
 0,65
 0,65
 0,65
 0,65
 0,65
