0.6079931972789117, 0.6285714285714286, 0.5912698412698413, 0.6428571428571428, , , 0.5714285714285714, 0.5714285714285714, , 0.5714285714285714,        
0.6031746031746031, 0.33333333333333337, 0.5535714285714286, 0.5714285714285714, , 0.5714285714285714, 0.4666666666666667, 0.5714285714285714, 0.5982142857142857, 0.5714285714285714,        
0.5985714285714285, 0.46577380952380953, 0.5634920634920636, 0.5982142857142857, , , 0.5714285714285714, , 0.5714285714285714, 0.625,        
0.5994897959183673, 0.5952380952380952, 0.5687830687830688, 0.5982142857142857, , , 0.33333333333333337, 0.5714285714285714, 0.625, 0.5714285714285714,        
0.5982142857142857, 0.5714285714285714, 0.5892857142857143, 0.625, , , 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.33333333333333337,        
0.5714285714285714, 0.33333333333333337, 0.49523809523809526, 0.5982142857142857, , 0.5714285714285714, 0.5714285714285714, , , 0.5714285714285714,        
0.5892857142857143, 0.6309523809523809, 0.5555555555555555, 0.5714285714285714, , , 0.7142857142857143, 0.6666666666666667, 0.625, 0.33333333333333337,        
0.6078869047619048, 0.625, 0.5291666666666666, 0.5714285714285714, , , 0.33333333333333337, 0.5714285714285714, 0.625, 0.33333333333333337,        
0.5982142857142857, 0.5714285714285714, 0.6017857142857143, 0.5714285714285714, , 0.5714285714285714, 0.5714285714285714, 0.5982142857142857, 0.5982142857142857, 0.5714285714285714,        
0.6030423280423282, 0.5357142857142857, 0.5773809523809523, 0.5, , 0.5714285714285714, 0.4791666666666667, 0.625, , 0.33333333333333337,        
0.5714285714285714, 0.6190476190476191, 0.5678571428571428, , , 0.5714285714285714, 0.33333333333333337, 0.6666666666666667, , 0.6666666666666667,        
0.5892857142857143, 0.625, 0.5983766233766233, 0.5988095238095238, , , 0.5714285714285714, 0.5714285714285714, 0.625, 0.33333333333333337,        
0.5892857142857143, 0.5714285714285714, 0.6031746031746033, 0.5714285714285714, , 0.5714285714285714, 0.6458333333333334, 0.625, , 0.33333333333333337,        
0.5904761904761905, 0.5714285714285714, 0.5805785123966941, 0.5238095238095238, , 0.5714285714285714, 0.5982142857142857, 0.5714285714285714, 0.6458333333333334, 0.5714285714285714,        
0.6297619047619047, 0.5, 0.5714285714285713, 0.5821428571428571, , , 0.5714285714285714, 0.6666666666666667, , 0.6666666666666667,        
0.5951298701298702, 0.5714285714285714, 0.6035714285714285, 0.5892857142857143, , , 0.33333333333333337, , 0.5714285714285714, 0.6666666666666667,        
